Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Hong Kong SAR, China",HKG,429.4428744,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2144.607713,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38357.82676,40247.36691,42351.0246,43681.14058,
Honduras,HND,164.6443187,169.9097551,179.8759726,185.0492645,200.4346405,216.8149326,227.7407677,240.5472299,252.5845199,253.2685287,266.1357204,261.2463703,278.6150127,307.3431438,338.1543344,356.4563796,414.6214826,497.9368057,557.9646968,631.2619632,697.6075406,743.3551511,742.4583772,763.2680649,798.8183553,850.1142907,863.5745137,914.284269,849.0333116,740.2050067,615.2733629,601.6616065,651.5995242,644.9558303,618.1502584,685.0618746,687.4814199,773.4757317,840.1475797,845.1088226,1088.783165,1130.405046,1132.872001,1157.30427,1217.657961,1311.741714,1437.628785,1592.572182,1751.595857,1815.489496,1932.85829,2120.584798,2178.383025,2136.773905,2242.711912,2326.158506,2361.15762,
Heavily indebted poor countries (HIPC),HPC,108.1053535,108.4080854,115.4149626,136.3756894,118.4492798,135.2423964,143.8318368,137.2777507,139.9527631,152.201034,155.4070347,163.1960147,172.0961422,202.0195709,242.2708242,266.9783839,276.4378956,318.3860411,352.2715434,384.2172807,392.771299,382.5727443,372.0312903,341.6143177,332.2003377,339.3815571,378.6931688,405.8115294,393.2292424,367.9784144,364.260232,363.6577808,322.3147237,318.1821986,274.872295,305.1561507,310.6407849,317.066977,317.8146276,309.6578759,326.4889259,301.7222747,318.7052466,352.4254041,393.4305974,442.0727633,513.4694823,594.1940819,696.3124781,688.2895822,735.022349,799.4415613,837.8669905,882.5291294,912.5077355,877.1027627,861.5101555,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13505.74586,14539.18421,13235.97757,13574.74009,13467.46827,11579.66704,12090.66656,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.5492678,305.5553692,249.4127466,282.4227011,359.7676569,365.0113863,411.608644,450.9186159,494.2324206,462.4806524,413.7383164,393.0163027,329.7820946,387.9429725,465.3101876,505.4706206,615.8198192,674.7564147,668.2976046,662.2795182,740.9358452,766.8437623,810.2656073,830.1148117,814.5463952,739.5954363,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.349589,3724.05886,3862.530005,4161.029843,4481.414063,4513.344519,4584.646592,4739.817329,4793.609917,4623.406712,5270.805364,6650.644003,8396.253023,10259.52606,11161.72441,11398.76584,13842.60549,15669.25929,12967.16543,13025.53379,14048.87958,12834.32349,13613.60147,14117.97668,12365.62603,12664.84744,
IBRD only,IBD,153.5851443,145.1804232,148.9619496,155.2734331,171.9781215,184.7518265,186.1174626,186.935332,193.157609,210.9844892,223.5811252,238.7417907,262.7287796,330.739977,408.667209,432.9806182,463.2663569,515.8604569,546.3754343,642.4056467,739.4367898,787.7390849,766.8649523,742.7817018,742.8070409,769.1444944,790.3844953,795.030213,848.9177833,892.8983762,992.9112066,1053.145807,1033.023701,1092.195185,1179.404913,1305.946764,1405.982221,1468.377276,1408.399159,1351.000344,1451.116723,1453.762199,1460.104861,1630.905481,1919.538846,2269.875443,2663.014106,3280.226277,3900.96705,3747.014583,4506.611248,5278.635447,5534.607982,5804.921096,5921.518242,5541.775122,5498.824674,
IDA & IBRD total,IBT,144.407181,138.0943828,142.2018494,149.2918574,162.1151366,174.7523493,177.1135009,177.401033,183.1270328,200.1839763,213.9845892,225.8827958,246.1103746,305.6637738,380.4362668,407.5542053,433.066389,479.3644636,509.5682854,596.0850588,685.4552826,724.3195177,702.0755361,672.0339917,667.7684472,689.1268874,705.9437353,712.6433307,755.8821333,788.7108199,870.8612435,917.8430083,896.4686642,938.4603941,1002.35485,1109.420564,1192.3209,1240.40434,1188.678812,1141.415449,1224.067068,1219.792202,1226.173503,1366.000762,1600.643645,1883.294225,2205.041879,2696.938891,3197.807687,3065.295447,3688.144248,4295.095344,4494.66547,4707.454464,4803.124945,4489.783682,4435.508344,
IDA total,IDA,101.306488,104.4041247,109.9056288,120.7420403,115.2571659,127.3405411,134.5993285,132.5068721,136.044104,149.6653423,169.5162232,165.9201618,168.4540343,188.3268474,249.1806821,290.6762402,294.7581782,313.2004228,343.7316104,388.8592366,446.1295337,445.1290532,419.2808351,366.1100264,346.3372953,349.5736753,350.8409378,368.9696155,370.6945997,361.1768989,370.8854689,368.6549266,348.282157,327.3078845,305.0643448,344.9371814,371.0645672,373.7719777,363.228079,363.7945549,392.0735354,372.8312266,390.3159141,431.5323808,489.9351442,553.6705401,650.1280266,741.3040216,870.6148285,838.4160864,1052.003977,1166.3974,1229.469384,1306.866879,1383.761925,1315.992511,1268.101681,
IDA blend,IDB,101.6931324,106.1383851,110.7321703,114.2702281,121.8398984,129.2936961,136.8133467,134.1630385,138.9585133,154.4728498,207.0980886,186.4882331,202.9697475,210.0343483,296.7356352,331.7477508,391.8016672,398.615168,418.9459425,500.0743232,624.0063683,623.5410455,569.7970649,460.2233505,419.1264989,406.5834646,383.6206821,411.8143089,428.6254122,426.0216136,440.1394388,440.9407947,434.2713374,384.1550024,376.1996908,435.0110123,473.46182,466.9912075,436.2153293,445.0420913,484.3964747,457.4777394,486.5985282,542.5271533,639.7830064,737.5824357,905.3952182,1011.967474,1177.022251,1070.764515,1545.425773,1730.249021,1859.123576,1975.033374,2096.193875,1917.199693,1754.204613,
Indonesia,IDN,,,,,,,,53.5161517,65.02815283,74.57438754,79.68565735,79.15008665,90.84449531,130.9799744,202.4270418,233.0392936,278.1058483,333.5873079,365.8010591,356.8131282,491.4377788,566.4252915,583.5261716,512.8452045,525.2291405,516.8678062,474.780945,442.1481187,481.7127613,529.9316609,585.0010311,631.7004457,681.8428679,827.782351,912.0724734,1026.270493,1137.332724,1063.712266,463.9685753,671.107022,780.0920744,747.9817455,899.5556857,1064.509447,1148.569096,1260.928834,1586.20504,1855.093915,2160.527606,2254.445606,3113.480635,3634.276805,3687.953996,3620.663981,3491.595887,3336.106686,3570.294888,
IDA only,IDX,103.745784,106.1612998,112.3256565,127.5990511,114.5474651,129.5845605,136.8917126,135.0662573,137.9949204,150.9128871,152.8646438,158.6777858,153.39618,180.9146355,228.6279249,274.7713488,246.5903581,271.8950802,308.8376608,333.753256,352.9197396,351.0684439,340.1384855,317.8159013,309.661898,321.6303736,336.4331933,349.0789756,342.3593408,329.0045277,336.3932017,332.4703565,304.4068358,299.3248859,269.2689847,299.3807381,319.1666771,326.9797771,327.3809343,323.557624,346.2416721,330.987459,342.7196365,376.7398515,415.7790737,462.6380645,523.4791082,607.3156304,719.5902548,726.4840066,803.2148764,881.0878458,909.3906558,966.8426708,1020.659246,1010.67792,1023.47332,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13054.47525,14526.08821,16663.41728,19366.13321,21784.8796,21551.77936,22059.72362,25688.4634,30366.03975,36608.45177,39033.70012,43482.35943,73153.32375,74203.13176,63635.79365,67690.56567,75117.9942,79028.04498,82356.82337,89941.64429,,,
India,IND,81.28476375,84.42643693,88.9149186,100.0485917,114.315161,118.0633825,89.05358349,95.33078294,98.83123469,106.4963794,111.2575706,117.3607381,121.6922886,142.2700813,161.7630106,156.380095,159.4077985,184.2728749,203.5587046,221.6879474,263.8407198,267.7110103,271.3335961,288.3071697,273.9018266,293.4886471,307.395346,337.0639962,350.6727391,342.7238981,363.9640873,300.0966366,313.8601101,298.2176638,342.7175187,370.1013553,396.0146123,411.3877208,409.1943859,437.5861178,438.8646304,447.0138966,466.2008042,541.1352279,621.3183767,707.008019,792.0259698,1018.166373,991.4846304,1090.317765,1345.770153,1461.671957,1446.98541,1452.195373,1573.118089,1613.188708,1709.387921,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1487.985306,1705.617882,2082.523784,2426.667625,2519.417744,2976.342004,2922.471934,3430.464108,4404.340205,5435.334576,6378.743018,5992.076861,6166.733958,5921.094542,5697.659328,6017.683677,8120.197677,9591.393733,10726.47308,11186.87426,14045.18547,14101.14592,15729.93288,14671.56357,15918.6645,19177.41245,20856.2952,22540.26122,24271.20838,26308.17246,26241.91883,28223.55528,32539.01937,41107.15532,47631.06377,50886.82789,54326.09713,61388.17457,61235.40105,51983.78892,48538.58776,52567.52568,49231.36254,52034.76736,55503.32623,60664.1044,61606.48294,
"Iran, Islamic Rep.",IRN,191.6808775,196.9246788,203.4363115,208.1308322,221.3191886,248.3386644,264.9767736,287.0791674,318.987576,350.9095745,384.9421794,468.961985,570.3695316,876.3092405,1453.77899,1581.892636,2017.184275,2315.382036,2168.155871,2426.454373,2440.305646,2498.887061,3007.133158,3582.651553,3568.505126,3805.943091,4244.98513,2617.511461,2318.538455,2199.757419,2219.842302,,,1080.561233,1202.868327,1591.716066,1955.146029,1816.586694,1725.756278,1749.827783,1657.169748,1890.991526,1892.036143,2231.342796,2638.679075,3121.844906,3631.243047,4685.121719,5452.489671,5414.456355,6273.378441,7842.434673,7680.600644,6607.068354,5424.309974,4957.581276,,
Iraq,IRQ,231.0256172,245.0319883,254.7013341,250.7870782,288.1634817,,,,312.8222774,313.8174456,330.8852017,376.8899272,388.1045433,468.8421103,1018.073913,1151.817729,1471.211339,1592.028539,1847.896567,2852.39336,3911.543003,2735.548508,2950.159183,2738.137352,3077.998472,3099.881525,2957.240514,3475.096661,3753.529911,3852.149758,10297.42767,,,,,,,,,,,,,,1391.816923,1849.603911,2351.812429,3129.224922,4521.03247,3735.144836,4502.749048,5854.614497,6651.12242,6925.224046,6703.074737,4974.02693,4609.600694,
Iceland,ISL,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2597.387272,3278.648772,4047.619079,5481.730285,7098.028334,6506.866773,7645.18209,10038.54253,11328.46765,12743.83419,14942.814,15260.8281,13823.67322,11767.09307,12057.17284,12462.09879,16539.98028,22636.4869,24651.58933,22617.49166,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32198.90858,31813.37344,28585.9254,31996.20172,39044.09099,46917.27216,56249.75055,56103.54115,68348.31817,55575.29196,40461.89251,41676.44527,46000.02017,44333.85018,47810.30888,52473.11356,50734.4436,59976.94257,
Israel,ISR,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,2107.487111,1906.728576,2381.273825,2956.680903,4141.619781,3770.815244,3498.407869,3982.839745,3785.270206,4700.475436,5643.29703,5879.321661,6087.656057,6685.159579,6261.999323,5698.473656,6909.105354,8120.218481,9881.42812,9871.574095,11264.01874,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30661.99004,33657.15727,32569.59683,36393.66932,37582.84624,35729.37253,37292.61222,
Italy,ITA,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914303,2298.004545,2662.326357,3194.679293,3609.201208,4093.44662,4019.795878,4588.414364,5591.991448,6967.227798,8429.023181,7597.688826,7531.597653,7806.739036,7714.185232,7964.328666,11277.69171,14187.7743,15692.72629,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35849.37364,38334.68477,34814.12436,35370.27441,35396.66517,30049.14755,30527.2682,
Jamaica,JAM,429.3258531,453.1294649,463.9596992,485.3192983,518.8897231,553.5269471,616.0536107,636.7080743,593.7027625,644.1433078,749.0616952,808.7460998,969.1036412,969.0941949,1188.716633,1410.642152,1443.254284,1561.950511,1255.874267,1137.077587,1238.721087,1355.608144,1473.401112,1591.831923,1027.986765,898.053974,1166.339014,1381.505722,1599.438627,1829.519238,1894.292759,1666.013637,1432.200524,1952.668478,1952.95094,2277.604676,2538.822628,2880.10168,3338.596274,3338.20084,3360.870402,3394.800708,3596.496282,3465.221998,3719.97351,4082.240762,4313.160082,4620.517913,4902.492378,4293.383274,4682.728424,5103.549487,5210.303363,5006.144952,4855.743789,4965.989857,4868.248263,
Jordan,JOR,,,,,,511.5619631,519.8892796,458.6365611,374.5471345,432.7207505,372.0937311,375.4231772,419.1839041,485.0369741,597.2837672,660.733679,805.9808147,963.4367714,1164.752385,1422.703959,1646.732099,1781.528401,1828.548057,1844.597166,1786.311321,1724.397465,2125.786205,2159.775695,1929.858724,1243.274348,1168.349421,1157.407168,1338.473803,1338.091387,1418.973205,1471.154136,1469.001548,1499.542259,1605.614581,1624.9791,1657.889256,1728.260509,1812.288374,1889.213962,2061.456882,2203.083787,2537.30049,2762.806354,3385.609665,3492.130906,3679.190275,3807.324145,3870.753211,3992.867107,4066.940775,4096.099275,4087.937517,
Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2027.065881,2260.375947,2951.760875,3977.251086,4331.400905,4635.124304,5171.036494,6303.156494,8776.408455,9058.242022,9416.63028,10331.74147,9539.08031,10333.34008,10912.86325,11599.73837,17079.59571,20593.52364,24880.21486,24792.19323,25417.27939,28874.35896,31376.13786,35865.65593,39268.56687,43440.36787,38436.92631,35021.71909,31902.7671,36026.55608,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38096.21151,34474.13736,38894.46773,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,11634.42422,12387.18982,13890.85601,12806.56511,10509.98107,7510.077209,
Kenya,KEN,97.62153058,94.83526489,100.6042667,104.0127363,108.5589446,104.9921623,118.5563545,121.3808113,128.8577307,134.1937363,142.4970893,152.5532193,174.3976141,199.6944931,228.7584182,241.6723212,248.2400422,309.353539,351.6367428,398.0367672,446.5744543,405.5509672,366.2749507,327.8176449,326.9364626,312.1960254,355.2313447,377.4184626,382.0224053,365.9747535,366.3008909,337.1221889,328.8393137,223.3348006,269.2487013,330.8043302,427.9512673,452.9848068,473.4327212,421.4328846,403.9797132,401.7763612,395.8493511,436.6875357,458.8843551,519.7999346,697.0066385,839.1081117,916.8992515,920.0816252,967.3400773,987.4453967,1155.020582,1229.114798,1335.06458,1349.970144,1455.359765,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451631,575.9551334,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.6205233,308.4087767,321.726538,380.5073624,433.2351189,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1077.036174,
Cambodia,KHM,111.3424797,109.4594743,109.4790454,117.8203826,123.6431914,134.304155,138.8486264,144.025565,157.2146035,142.2949629,102.7043272,135.8847756,69.25190618,94.38327605,78.1318239,,,,,,,,,,,,,,,,,,,254.1791425,270.6091637,323.0099928,319.3632544,304.837993,269.054641,295.9735957,300.6850949,321.2263004,339.0676984,362.4213785,408.6105184,474.2238766,539.8791529,631.675789,745.7877873,738.2326684,785.6928841,882.4901462,950.0244132,1028.419568,1098.687123,1163.18977,1269.907238,
Kiribati,KIR,,,,,,,,,,,279.3247009,293.6786637,358.4833967,591.5726014,1574.791732,998.4197102,734.4019419,682.0640633,784.0523451,728.4751211,652.4470339,687.9716636,665.9892668,612.5799417,657.152244,501.9319158,489.7213208,499.6764585,621.9008827,580.2952533,549.7643854,644.7108451,638.4725668,619.6545734,715.1671148,724.7913054,842.9591391,842.281248,801.1629805,832.0547943,796.7937634,734.9492461,826.585504,1015.038605,1130.602806,1214.556667,1151.555618,1357.632211,1413.30234,1297.285141,1493.16051,1692.613277,1763.815497,1724.361737,1684.504274,1424.483611,1449.058231,
St. Kitts and Nevis,KNA,241.5580352,243.8464108,246.0770348,253.9975535,268.7072874,276.220838,299.2075392,353.3629855,314.6416103,348.091536,363.1502729,441.055095,517.638612,545.9883197,710.8988362,753.5471881,681.6979771,1016.794866,1123.38758,1341.479317,1567.12438,1838.841145,1973.280188,2000.387417,2267.424326,2524.385309,3004.347058,3402.714073,4037.950173,4530.862082,5111.927424,5117.425279,5547.122132,5966.543995,6550.568977,6987.472119,7348.879786,8147.554671,8235.563259,8700.348672,9267.754945,10025.61636,10358.27279,9847.603546,10476.36357,11173.76056,12928.6329,13538.92858,14681.36684,14212.33957,13704.25445,14483.44351,13965.55811,14823.74859,15775.84594,16144.97781,16725.27965,
"Korea, Rep.",KOR,158.2366362,93.81620864,106.133999,146.2945903,123.5884555,108.7038232,133.449808,161.1157648,198.3656583,243.3344021,279.1251975,300.7648371,323.5961525,405.8829266,561.5671868,615.2014185,830.6991851,1050.898003,1398.478756,1773.526846,1704.469739,1870.338734,1977.641636,2180.494844,2390.673152,2457.327997,2803.368764,3510.99002,4686.137325,5736.903807,6516.305759,7523.477002,8001.540992,8740.945603,10205.80747,12332.97935,13137.90807,12131.8747,8085.323528,10409.32689,11947.57913,11252.90755,12782.52553,14209.38852,15907.66583,18639.52221,20888.38015,23060.70788,20430.63946,18291.9196,22086.95292,24079.78852,24358.78218,25890.01867,27811.36638,27105.07623,27538.80613,
Kuwait,KWT,,,,,,4429.171107,4556.463065,4217.380839,4194.569472,4007.258188,3848.569739,4843.548836,5208.495365,5952.861796,13478.76895,11731.55334,12056.15171,12217.22249,12626.99261,19040.04248,20868.74216,17364.39948,14277.62713,13203.17132,13103.55445,12330.47364,9750.902967,11512.05444,10148.91608,11594.13742,8776.741344,5407.969783,,,,16882.42146,19300.86144,17696.13876,14126.8751,15391.34574,18389.38433,16540.96761,17789.41981,22071.56961,26921.08278,35490.26132,42717.55725,45793.97614,55571.99806,37567.30121,38497.61696,48268.5912,51264.07134,48399.90581,42996.40812,28975.40108,,
Latin America & Caribbean (excluding high income),LAC,355.790461,363.5768306,407.5017165,397.0525116,429.4032576,452.4889105,482.7617593,482.0441363,507.106224,551.3357385,583.6490294,632.4456723,697.8059417,887.9853472,1152.148703,1211.637281,1311.654581,1400.876202,1550.682721,1791.714606,2063.450106,2325.573272,2139.5115,1863.439933,1793.765179,1814.57744,1807.491195,1854.184886,2079.972153,2230.192986,2556.906409,3113.913285,2843.687983,3237.796608,3660.457023,3807.718564,4031.729443,4341.901082,4297.316403,3790.546047,4141.572963,3970.631986,3484.282366,3530.363931,4018.527774,4823.396534,5591.825327,6556.265271,7580.830903,7024.057155,8641.608853,9719.758004,9665.192518,9776.496851,9708.143056,8148.633593,7803.427624,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,489.9487271,641.7386315,468.3241706,278.4193909,148.9844077,172.5414268,203.2559698,234.7193694,250.4922292,287.1875929,325.6292418,363.4716183,377.9712559,345.4969431,248.5413984,277.4951028,324.8450496,326.6408434,319.8270584,362.6252958,417.7516561,475.4164695,590.3013108,709.767087,899.4950787,948.1276421,1141.127115,1304.384015,1588.635866,1838.794779,2017.563344,2159.422978,2353.152875,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.684289,1015.464997,1050.117851,1617.278381,1965.341306,2597.600517,3226.98782,3863.26192,4457.96016,5093.290745,5538.680283,5509.346429,5334.903329,5253.122599,5436.595223,5425.66907,5424.22356,5339.441291,5372.065899,6014.271115,7012.775759,8400.268878,8763.826274,8734.900653,8787.946608,8406.285153,8161.4614,8046.632851,7914.004677,
Liberia,LBR,170.0378376,160.631571,163.9171964,167.291564,178.813389,182.973602,190.565039,198.6575501,205.5867436,222.3334591,228.0925417,234.8669851,246.4318734,252.0590088,308.4039287,355.4121105,356.7994379,391.1740209,404.9332225,445.605324,452.6320834,432.4564639,425.1953638,391.540536,392.9797706,388.2667025,381.9383214,443.9935135,479.5643599,368.8908176,183.2892117,168.9101461,110.4942877,80.19005643,65.67687672,65.01141558,72.74622475,125.4627472,140.9609018,161.5641221,183.4149991,174.1815473,177.2851087,133.4945108,149.4452549,168.6480254,178.927099,210.3733292,232.061732,303.0667491,327.4205097,379.6895803,415.0361958,454.1222236,458.4651734,452.0380717,455.3707414,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.321504,7040.701924,7284.747991,6446.933136,5892.462256,5161.683342,5537.183816,5999.026651,5244.88031,6821.312519,7145.628494,6269.580123,3705.442638,4676.967503,5806.083604,8171.361651,9344.987518,11308.56661,14396.04865,10296.97353,12120.56217,5602.549434,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,774.1693001,891.2935512,1065.745279,1240.31775,1404.502827,1508.443799,1606.882661,1748.746963,1908.533595,2252.308786,2442.106629,2744.947497,3056.269022,3502.279151,3665.585596,3994.326163,4004.251784,4130.932519,4355.49576,4444.150393,4480.558044,4814.861237,5000.482141,4996.267719,4693.861534,4684.104534,5117.859195,5504.479,5810.177324,6424.257427,6877.518168,7014.985314,6905.251306,7196.041342,7367.020393,7428.806631,7503.428129,7857.276796,8076.113132,7744.445173,
Latin America & Caribbean,LCN,368.9795965,381.3557401,427.1458313,418.1238354,451.9510089,473.9443296,506.5755733,505.6634553,530.744887,579.815728,614.5547907,670.4089108,735.1792702,939.2095453,1190.628543,1219.715755,1325.020299,1425.658094,1580.06949,1839.054869,2133.719824,2404.115522,2200.683389,1913.341766,1848.47549,1863.82586,1859.476968,1919.370731,2148.465499,2304.319934,2630.056405,3177.436713,2943.67619,3332.014404,3761.0475,3943.297355,4172.208682,4494.236685,4457.309672,3964.232109,4310.139304,4143.036094,3664.97953,3724.372452,4246.385183,5075.116104,5877.191587,6845.634068,7859.904316,7299.886119,8943.0981,10047.17641,10021.23162,10154.67122,10052.77417,8492.733544,8156.590738,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,271.0561528,287.3746814,304.6018816,303.8527008,306.9907759,307.6786036,306.6098281,262.4794125,258.9276604,235.1451705,260.81825,280.7094593,289.6225178,284.0011413,280.1832331,309.9631717,287.6225438,302.668347,334.0258923,374.1523255,427.2983816,488.0415549,580.2359766,704.8066449,704.3832867,777.3871006,863.072041,894.7982602,946.7258037,1002.48533,971.1153341,960.0742711,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,319.5989255,300.4492303,306.6543374,279.1509958,250.2468744,253.0429014,279.9761654,284.7015633,299.2586001,288.2280823,298.3206886,296.2090538,254.4888334,246.3770113,202.0288007,226.5790032,245.793197,247.3590907,243.4835919,237.291629,266.5891328,234.20173,246.0276433,262.7777854,291.323282,327.3206076,353.3552958,410.0263257,480.6615751,497.5484592,517.8028102,568.6102913,595.535809,624.7519405,656.1662413,625.6173857,615.0728017,
Liechtenstein,LIE,,,,,,,,,,,4236.930668,4827.792883,5640.464314,7354.102368,8441.047842,10514.99996,11389.02779,12418.01458,17503.33213,19773.67352,20671.99859,19511.08491,19690.37645,19579.08126,18607.87662,19410.75671,28315.83954,37869.33845,41351.0472,39426.9341,49447.46372,50987.77045,55300.46816,55921.13686,64156.70106,78761.7616,79937.21476,72190.79059,76641.0552,81116.43917,74624.55996,74005.01045,79035.53479,89469.75087,99848.61504,104994.0183,113983.1678,130267.2433,142973.8309,125945.0096,141165.0829,158283.0763,149295.646,173528.1505,179478.5848,,,
Sri Lanka,LKA,142.4690733,142.0463937,137.3318375,117.2436467,120.1272952,152.1246263,153.11396,158.8878938,150.2121863,160.4265604,183.5121135,186.7067455,198.5799198,219.6642732,269.0896165,280.9201353,261.8152553,294.3989085,192.6133796,232.4911161,272.9112294,297.4233283,315.8959338,336.9133126,387.8248632,377.6426614,398.2596881,408.9703849,420.5611753,414.8962463,470.3449569,520.0718006,553.6984499,583.1836437,654.1762064,720.9083524,763.192662,823.6595472,857.2576851,844.8266706,875.412178,837.6990787,873.1472436,989.4547732,1074.606092,1259.807591,1448.76101,1644.816372,2054.489192,2106.681584,2819.511161,3220.992615,3350.521375,3610.289374,3820.540994,3844.89123,3835.394817,
Lower middle income,LMC,,,,,,128.398549,113.7744945,118.5284327,124.094972,135.3172819,145.4072584,147.8081691,153.4025998,178.5765763,224.0525032,242.9356791,257.2478917,287.7309218,314.4918616,349.6141194,424.0349289,437.2168756,430.7558034,410.8721581,399.6440292,410.6866584,418.1642208,449.1248063,457.4749147,453.8650838,474.7281214,447.1853132,456.5937514,452.7705338,482.1808941,531.2633797,572.3890782,580.3062856,515.3213205,549.0421501,570.979543,566.4238161,597.9983104,673.9359037,757.8607268,858.4626762,1004.224862,1216.548349,1346.664903,1358.292,1690.438872,1882.938227,1944.648155,1998.736617,2072.763831,2031.866444,2075.14175,
Low & middle income,LMY,141.6402882,134.7813326,138.3572567,145.4784964,158.0065085,170.7748684,172.7294837,173.207726,178.9451121,195.3373979,208.8050628,220.0248581,240.3329957,297.1024993,371.5285229,402.4535077,426.7978203,470.8897742,500.8748312,583.638179,667.8532956,703.9816899,685.7943613,659.7496338,656.4654057,677.9429159,694.9665717,700.3466336,742.3585684,773.5048593,853.2970434,893.4429492,867.4765107,908.6249128,968.8647138,1066.261051,1143.790279,1190.991302,1136.714065,1093.308398,1176.746526,1170.895895,1177.574264,1312.896436,1536.315382,1806.23558,2117.59921,2592.322324,3073.486404,2962.932427,3574.057156,4169.553391,4375.093201,4583.844988,4681.736638,4386.288701,4334.007644,
Lesotho,LSO,40.6055353,41.20121369,47.45022254,52.3443123,56.71294337,58.77856641,59.54474769,60.99854123,61.97209163,65.1835009,66.53949492,72.53249117,75.17683253,110.2417192,134.2221287,129.9808487,125.1599688,159.652649,214.3876695,227.2663325,329.4064935,323.1311048,253.2020222,274.169492,231.0052214,182.4672962,212.5949474,264.0350126,303.4256081,314.3388169,371.84424,430.9096775,498.484481,491.4205424,506.9977797,568.8163773,529.3669633,551.2410622,506.9946023,493.2493736,474.8197876,437.8190184,407.8093905,603.636279,781.5145936,862.9463118,915.7757504,918.4327017,934.4208563,923.1360931,1173.260212,1352.384303,1281.50016,1196.01335,1174.839214,1073.828093,998.1343716,
